Product ID,failure_pred,failure_prob
L50896,0,0.9936647101279383
L53866,0,0.9936647101279383
L50498,0,0.9936647101279383
M21232,0,0.9936647101279383
M19751,0,0.9936647101279383
L49438,0,0.9936647101279383
L50286,0,0.9936647101279383
L52589,0,0.9936647101279383
H37110,0,0.9936647101279383
L54886,0,0.9936647101279383
L53059,0,0.9936647101279383
L53774,0,0.9936647101279383
L55446,0,0.9936647101279383
L53162,0,0.9936647101279383
H39207,0,0.9936647101279383
L54230,0,0.9936647101279383
L53281,0,0.9936647101279383
L52914,1,0.20770965130044705
L54235,0,0.9936647101279383
L55097,0,0.9936647101279383
L53941,0,0.9936647101279383
L49385,0,0.9936647101279383
L54008,0,0.9936647101279383
L53337,0,0.9936647101279383
L53866,0,0.9936647101279383
M23754,0,0.9936647101279383
L54839,0,0.9936647101279383
L52311,0,0.9936647101279383
M17660,0,0.9936647101279383
L52702,0,0.9936647101279383
M19157,0,0.9936647101279383
L54272,0,0.9936647101279383
L53789,0,0.9936647101279383
L49054,0,0.9936647101279383
H33443,0,0.9936647101279383
L55348,0,0.9936647101279383
L48284,0,0.9936647101279383
L50888,0,0.9936647101279383
L57029,0,0.9936647101279383
M18281,0,0.9936647101279383
L53358,0,0.9936647101279383
L53158,0,0.9936647101279383
L51621,0,0.9936647101279383
L50200,0,0.9936647101279383
L56242,0,0.9936647101279383
L55123,0,0.9936647101279383
M18047,0,0.9936647101279383
H33435,0,0.9936647101279383
L52866,0,0.9936647101279383
L48859,0,0.9936647101279383
M23560,0,0.9936647101279383
L56672,0,0.9936647101279383
L50999,0,0.9936647101279383
L52832,0,0.9936647101279383
M17973,0,0.9936647101279383
L49757,0,0.9936647101279383
M17487,0,0.9936647101279383
L54766,0,0.9936647101279383
L56111,0,0.9936647101279383
L50085,0,0.9936647101279383
L56257,0,0.9936647101279383
L52701,0,0.9936647101279383
L49192,0,0.9936647101279383
L47452,0,0.9936647101279383
L54361,0,0.9936647101279383
L47371,0,0.9936647101279383
L55951,0,0.9936647101279383
L52628,0,0.9936647101279383
H32498,0,0.9936647101279383
L56649,0,0.9936647101279383
L49385,0,0.9936647101279383
M15776,0,0.9936647101279383
L55435,0,0.9936647101279383
H34591,0,0.9936647101279383
M19563,0,0.9936647101279383
L48576,0,0.9936647101279383
L52330,0,0.9936647101279383
L56970,0,0.9936647101279383
M15252,0,0.9936647101279383
L49527,0,0.9936647101279383
M16982,0,0.9936647101279383
L47297,0,0.9936647101279383
L50606,0,0.9936647101279383
M16370,0,0.9936647101279383
H33781,0,0.9936647101279383
L56397,0,0.9936647101279383
M21483,0,0.9936647101279383
L57070,0,0.9936647101279383
M16052,0,0.9936647101279383
L54577,0,0.9936647101279383
M24851,0,0.9936647101279383
M19041,0,0.9936647101279383
L55508,0,0.9936647101279383
L56192,0,0.9936647101279383
L56161,0,0.9936647101279383
L56536,0,0.9936647101279383
H32205,0,0.9936647101279383
L49730,0,0.9936647101279383
L50199,0,0.9936647101279383
H38244,0,0.9936647101279383
L53561,0,0.9936647101279383
M22001,0,0.9936647101279383
L55669,0,0.9936647101279383
M17794,0,0.9936647101279383
M21371,0,0.9936647101279383
L55232,0,0.9936647101279383
L55275,0,0.9936647101279383
M18375,0,0.9936647101279383
L54514,0,0.9936647101279383
L55334,0,0.9936647101279383
L56947,0,0.9936647101279383
L50157,0,0.9936647101279383
L54505,0,0.9936647101279383
L53676,0,0.9936647101279383
L54207,0,0.9936647101279383
M21304,0,0.9936647101279383
H36114,0,0.9936647101279383
M17132,0,0.9936647101279383
L52995,0,0.9936647101279383
L53986,0,0.9936647101279383
M18784,0,0.9936647101279383
M17132,0,0.9936647101279383
H38289,0,0.9936647101279383
L55218,0,0.9936647101279383
L55779,0,0.9936647101279383
L54810,0,0.9936647101279383
L54222,0,0.9936647101279383
H34462,0,0.9936647101279383
L55218,0,0.9936647101279383
L53135,0,0.9936647101279383
L56170,0,0.9936647101279383
L50587,0,0.9936647101279383
H34783,0,0.9936647101279383
M24538,0,0.9936647101279383
L48817,0,0.9936647101279383
L48894,0,0.9936647101279383
L51740,0,0.9936647101279383
L53245,0,0.9936647101279383
